Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan,,% Male_0_4,% Male_5_11,% Male_12_17,% Male_60,% Female_0_4,% Female_5_11,% Female_12_17,% Female_18_59,% Female_60
Melkadida,Ethiopia,41.703053,4.523053,12/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=688.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2026.pdf,40632,10004,5064,6819,2395,438,4871,6536,2343,7769,437,,,,,,,12.46,16.78,5.89,1.08,11.99,16.09,5.77,19.12,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=688.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2026.pdf,38477,9617,4668,6172,2531,412,4695,5914,2158,7383,391,,,,,,,12.13,16.04,6.58,1.07,12.2,15.37,5.61,19.19,1.02
Kobe,Ethiopia,41.7469,4.481,12/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=688.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2026.pdf,25982,5938,3461,4061,1423,401,3323,3705,1199,4854,382,,,,,,,13.32,15.63,5.48,1.54,12.79,14.26,4.61,18.68,1.47
Helawein,Ethiopia,41.8622,4.369878,12/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=688.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2026.pdf,25563,6114,3472,3880,1418,291,3377,3837,1312,4859,282,,,,,,,13.58,15.18,5.55,1.14,13.21,15.01,5.13,19.01,1.1
Buramino,Ethiopia,41.937319,4.311683,12/26/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=688.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2026.pdf,3020,659,429,484,139,23,423,451,186,578,32,,,,,,,14.21,16.03,4.6,0.76,14.01,14.93,6.16,19.14,1.06
Melkadida,Ethiopia,41.703053,4.523053,12/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=687.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2024.pdf,40632,10004,5064,6819,2395,438,4871,6536,2343,7769,437,,,,,,,12.46,16.78,5.89,1.08,11.99,16.09,5.77,19.12,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=687.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2024.pdf,38477,9617,4668,6172,2531,412,4695,5914,2158,7383,391,,,,,,,12.13,16.04,6.58,1.07,12.2,15.37,5.61,19.19,1.02
Kobe,Ethiopia,41.7469,4.481,12/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=687.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2024.pdf,25982,5938,3461,4061,1423,401,3323,3705,1199,4854,382,,,,,,,13.32,15.63,5.48,1.54,12.79,14.26,4.61,18.68,1.47
Helawein,Ethiopia,41.8622,4.369878,12/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=687.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2024.pdf,25563,6114,3472,3880,1418,291,3377,3837,1312,4859,282,,,,,,,13.58,15.18,5.55,1.14,13.21,15.01,5.13,19.01,1.1
Buramino,Ethiopia,41.937319,4.311683,12/24/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=687.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2024.pdf,2545,547,362,402,115,19,366,385,157,488,27,,,,,,,14.22,15.8,4.52,0.75,14.38,15.13,6.17,19.17,1.06
Melkadida,Ethiopia,41.703053,4.523053,12/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=686.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Dec.pdf,40632,10004,5064,6819,2395,438,4871,6536,2343,7769,437,,,,,,,12.46,16.78,5.89,1.08,11.99,16.09,5.77,19.12,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=686.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Dec.pdf,38328,9586,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,,,12.05,16.1,6.58,1.07,12.1,15.42,5.62,19.25,1.01
Helawein,Ethiopia,41.8622,4.369878,12/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=686.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Dec.pdf,25526,6083,3472,3881,1416,287,3379,3838,1310,4861,283,,,,,,,13.6,15.2,5.55,1.12,13.24,15.04,5.13,19.04,1.11
Buramino,Ethiopia,41.937319,4.311683,12/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=686.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Dec.pdf,2545,547,362,402,115,19,366,385,157,488,27,,,,,,,14.22,15.8,4.52,0.75,14.38,15.13,6.17,19.17,1.06
Melkadida,Ethiopia,41.703053,4.523053,12/28/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=690.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2028.pdf,40632,10004,5064,6819,2395,438,4871,6536,2343,7769,437,,,,,,,12.46,16.78,5.89,1.08,11.99,16.09,5.77,19.12,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=683.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Dec.pdf,,,4617,6170,2523,410,4639,5909,2155,7380,387,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kobe,Ethiopia,41.7469,4.481,12/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=686.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Dec.pdf,25949,5916,3462,4057,1420,395,3321,3703,1198,4852,382,,,,,,,13.34,15.63,5.47,1.52,12.8,14.27,4.62,18.7,1.47
Bokolmanyo,Ethiopia,41.53275,4.546786,12/28/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=690.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2028.pdf,38477,9617,4668,6172,2531,412,4695,5914,2158,7383,391,,,,,,,12.13,16.04,6.58,1.07,12.2,15.37,5.61,19.19,1.02
Kobe,Ethiopia,41.7469,4.481,12/28/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=690.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2028.pdf,25982,5938,3461,4061,1423,401,3323,3705,1199,4854,382,,,,,,,13.32,15.63,5.48,1.54,12.79,14.26,4.61,18.68,1.47
Helawein,Ethiopia,41.8622,4.369878,12/28/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=690.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2028.pdf,25563,6114,3472,3880,1418,291,3377,3837,1312,4859,282,,,,,,,13.58,15.18,5.55,1.14,13.21,15.01,5.13,19.01,1.1
Buramino,Ethiopia,41.937319,4.311683,12/28/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=690.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2028.pdf,3549,795,505,566,164,28,488,519,216,676,44,,,,,,,14.23,15.95,4.62,0.79,13.75,14.62,6.09,19.05,1.24
Melkadida,Ethiopia,41.703053,4.523053,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,40632,10004,5064,6819,2395,438,4871,6536,2343,7769,437,,,,,,,12.46,16.78,5.89,1.08,11.99,16.09,5.77,19.12,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,38477,9617,4668,6172,2531,412,4695,5914,2158,7383,391,,,,,,,12.13,16.04,6.58,1.07,12.2,15.37,5.61,19.19,1.02
Kobe,Ethiopia,41.7469,4.481,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,25982,5938,3461,4061,1423,401,3323,3705,1199,4854,382,,,,,,,13.32,15.63,5.48,1.54,12.79,14.26,4.61,18.68,1.47
Helawein,Ethiopia,41.8622,4.369878,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,25563,6114,3472,3880,1418,291,3377,3837,1312,4859,282,,,,,,,13.58,15.18,5.55,1.14,13.21,15.01,5.13,19.01,1.1
Buramino,Ethiopia,41.937319,4.311683,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,3549,795,505,566,164,28,488,519,216,676,44,,,,,,,14.23,15.95,4.62,0.79,13.75,14.62,6.09,19.05,1.24
Melkadida,Ethiopia,41.703053,4.523053,7/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=87.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Jul%202011.xls,39275,9724,5351,7657,3366,128,5183,7277,5565,3172,189,,,,,,,13.62,19.5,8.57,0.33,13.2,18.53,14.17,8.08,0.48
Kobe,Ethiopia,41.7469,4.481,7/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=87.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Jul%202011.xls,24934,5504,3289,4952,2449,132,3116,4475,3671,1672,102,,,,,,,13.19,19.86,9.82,0.53,12.5,17.95,14.72,6.71,0.41
Bokolmanyo,Ethiopia,41.53275,4.546786,7/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=89.xls&name=Dollo%20Ado%20Population%20Statistics_28%20Jul%202011.xls,37193,9305,4299,6099,2447,389,4330,5853,2112,7302,375,,,,,,,11.56,16.4,6.58,1.05,11.64,15.74,5.68,19.63,1.01
Melkadida,Ethiopia,41.703053,4.523053,7/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=89.xls&name=Dollo%20Ado%20Population%20Statistics_28%20Jul%202011.xls,39275,9724,5351,7657,3366,128,5183,7277,5565,3172,189,,,,,,,13.62,19.5,8.57,0.33,13.2,18.53,14.17,8.08,0.48
Kobe,Ethiopia,41.7469,4.481,7/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=89.xls&name=Dollo%20Ado%20Population%20Statistics_28%20Jul%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,,,13.16,19.9,9.83,0.52,12.49,17.99,14.74,6.71,0.41
Bokolmanyo,Ethiopia,41.53275,4.546786,7/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=88.xls&name=Dollo%20Ado%20Population%20Statistics_29%20Jul%202011.xls,37214,9305,4314,6099,2447,389,4336,5853,2112,7302,375,,,,,,,11.59,16.39,6.58,1.05,11.65,15.73,5.68,19.62,1.01
Melkadida,Ethiopia,41.703053,4.523053,7/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=88.xls&name=Dollo%20Ado%20Population%20Statistics_29%20Jul%202011.xls,39422,9724,5438,7657,3366,128,5243,7277,5565,3172,189,,,,,,,13.79,19.42,8.54,0.32,13.3,18.46,14.12,8.05,0.48
Kobe,Ethiopia,41.7469,4.481,7/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=88.xls&name=Dollo%20Ado%20Population%20Statistics_29%20Jul%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,,,13.16,19.9,9.83,0.52,12.49,17.99,14.74,6.71,0.41
Bokolmanyo,Ethiopia,41.53275,4.546786,7/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=90.xls&name=Dollo%20Ado%20Population%20Statistics_30%20Jul%202011.xls,37292,9305,4360,6099,2447,389,4368,5853,2112,7302,375,,,,,,,11.69,16.35,6.56,1.04,11.71,15.7,5.66,19.58,1.01
Melkadida,Ethiopia,41.703053,4.523053,7/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=90.xls&name=Dollo%20Ado%20Population%20Statistics_30%20Jul%202011.xls,39501,9724,5480,7657,3366,128,5280,7277,5565,3172,189,,,,,,,13.87,19.38,8.52,0.32,13.37,18.42,14.09,8.03,0.48
Kobe,Ethiopia,41.7469,4.481,7/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=90.xls&name=Dollo%20Ado%20Population%20Statistics_30%20Jul%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,,,13.16,19.9,9.83,0.52,12.49,17.99,14.74,6.71,0.41
Bokolmanyo,Ethiopia,41.53275,4.546786,8/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=91.xls&name=Dollo%20Ado%20Population%20Statistics_01%20Aug%202011.xls,37292,9305,4360,6099,2447,389,4368,5853,2112,7302,375,,,,,,,11.69,16.35,6.56,1.04,11.71,15.7,5.66,19.58,1.01
Melkadida,Ethiopia,41.703053,4.523053,8/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=91.xls&name=Dollo%20Ado%20Population%20Statistics_01%20Aug%202011.xls,39501,9724,5480,7657,3366,128,5280,7277,5565,3172,189,,,,,,,13.87,19.38,8.52,0.32,13.37,18.42,14.09,8.03,0.48
Kobe,Ethiopia,41.7469,4.481,8/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=91.xls&name=Dollo%20Ado%20Population%20Statistics_01%20Aug%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,,,13.16,19.9,9.83,0.52,12.49,17.99,14.74,6.71,0.41
Bokolmanyo,Ethiopia,41.53275,4.546786,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kobe,Ethiopia,41.7469,4.481,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,,,13.06,19.78,9.79,0.57,12.48,17.94,14.59,6.85,0.43
Bokolmanyo,Ethiopia,41.53275,4.546786,8/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=92.xls&name=Dollo%20Ado%20Population%20Statistics_02%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=92.xls&name=Dollo%20Ado%20Population%20Statistics_02%20Aug%202011.xls,39501,9724,5480,7657,3366,128,5280,7277,5565,3172,189,,,,,,,13.87,19.38,8.52,0.32,13.37,18.42,14.09,8.03,0.48
Kobe,Ethiopia,41.7469,4.481,8/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=92.xls&name=Dollo%20Ado%20Population%20Statistics_02%20Aug%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,,,13.16,19.9,9.83,0.52,12.49,17.99,14.74,6.71,0.41
Bokolmanyo,Ethiopia,41.53275,4.546786,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kobe,Ethiopia,41.7469,4.481,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,,,13.06,19.78,9.79,0.57,12.48,17.94,14.59,6.85,0.43
Bokolmanyo,Ethiopia,41.53275,4.546786,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kobe,Ethiopia,41.7469,4.481,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,,,13.06,19.78,9.79,0.57,12.48,17.94,14.59,6.85,0.43
Helawein,Ethiopia,41.8622,4.369878,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,1122,235,158,171,63,22,123,168,64,217,12,,,,,,,14.08,15.24,5.61,1.96,10.96,14.97,5.7,19.34,1.07
Helawein,Ethiopia,41.8622,4.369878,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,2011,442,272,327,125,31,210,309,119,372,19,,,,,,,13.53,16.26,6.22,1.54,10.44,15.37,5.92,18.5,0.94
Helawein,Ethiopia,41.8622,4.369878,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,2922,695,373,500,236,31,326,471,333,395,19,,,,,,,12.77,17.11,8.08,1.06,11.16,16.12,11.4,13.52,0.65
Bokolmanyo,Ethiopia,41.53275,4.546786,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kobe,Ethiopia,41.7469,4.481,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,,,13.06,19.78,9.79,0.57,12.48,17.94,14.59,6.85,0.43
Helawein,Ethiopia,41.8622,4.369878,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,4077,890,507,793,356,31,483,710,524,402,19,,,,,,,12.44,19.45,8.73,0.76,11.85,17.41,12.85,9.86,0.47
Bokolmanyo,Ethiopia,41.53275,4.546786,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kobe,Ethiopia,41.7469,4.481,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,,,13.06,19.77,9.81,0.57,12.47,17.93,14.61,6.85,0.43
Helawein,Ethiopia,41.8622,4.369878,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,5238,1142,666,1055,486,31,614,947,739,417,19,,,,,,,12.71,20.14,9.28,0.59,11.72,18.08,14.11,7.96,0.36
Bokolmanyo,Ethiopia,41.53275,4.546786,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kobe,Ethiopia,41.7469,4.481,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,,,13.06,19.77,9.81,0.57,12.47,17.93,14.61,6.85,0.43
Helawein,Ethiopia,41.8622,4.369878,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,7352,1617,942,1518,730,31,848,1378,1147,443,19,,,,,,,12.81,20.65,9.93,0.42,11.53,18.74,15.6,6.03,0.26
Bokolmanyo,Ethiopia,41.53275,4.546786,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,,,11.68,16.36,6.66,1.04,11.7,15.69,5.7,19.52,1
Melkadida,Ethiopia,41.703053,4.523053,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,,,13.85,19.36,8.63,0.32,13.34,18.41,14.09,8.01,0.48
Kambioos,Kenya,40.393056,-0.044167,10/11/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=485.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2011th%20Oct%202011%20Ext.pdf",9400,2029,1240,1552,612,105,1165,1324,437,1654,149,,40,9360,,,,13.19,16.51,6.51,1.12,12.39,14.09,4.65,17.6,1.59
